graphNo, Vertex-Num, radius, diameter, entropy
0, 17, 1, 2, 4.07562
1, 17, 2, 3, 4.06973
2, 17, 2, 4, 4.05799
3, 17, 2, 3, 4.06789
4, 17, 2, 4, 4.05669
5, 17, 2, 3, 4.06827
6, 17, 2, 4, 4.06002
7, 17, 2, 3, 4.06965
8, 17, 2, 4, 4.06476
9, 17, 2, 3, 4.07124
10, 17, 2, 4, 4.06911
11, 17, 2, 3, 4.07255
12, 17, 2, 4, 4.07206
13, 17, 2, 3, 4.07328
14, 17, 2, 4, 4.0731
15, 17, 2, 4, 4.0653
16, 17, 2, 4, 4.06003
17, 17, 3, 5, 4.04644
18, 17, 3, 5, 4.05576
19, 17, 2, 4, 4.06425
20, 17, 2, 4, 4.05996
21, 17, 3, 5, 4.05202
22, 17, 3, 5, 4.04863
23, 17, 2, 4, 4.06267
24, 17, 3, 5, 4.05527
25, 17, 2, 4, 4.06497
26, 17, 2, 4, 4.06317
27, 17, 3, 5, 4.05835
28, 17, 3, 5, 4.05572
29, 17, 2, 4, 4.06525
30, 17, 3, 5, 4.05868
31, 17, 2, 4, 4.06642
32, 17, 2, 4, 4.06713
33, 17, 3, 5, 4.06391
34, 17, 3, 5, 4.06338
35, 17, 2, 4, 4.06735
36, 17, 3, 5, 4.06315
37, 17, 2, 4, 4.06788
38, 17, 2, 4, 4.07041
39, 17, 3, 5, 4.06783
40, 17, 3, 5, 4.06939
41, 17, 2, 4, 4.06872
42, 17, 3, 5, 4.06702
43, 17, 2, 4, 4.06891
44, 17, 2, 4, 4.07221
45, 17, 3, 5, 4.06969
46, 17, 3, 5, 4.07264
47, 17, 3, 5, 4.06936
48, 17, 2, 4, 4.06923
49, 17, 2, 4, 4.05703
50, 17, 3, 6, 4.03937
51, 17, 3, 5, 4.05067
52, 17, 3, 6, 4.04968
53, 17, 3, 5, 4.05593
54, 17, 2, 4, 4.06357
55, 17, 2, 4, 4.0589
56, 17, 3, 6, 4.04562
57, 17, 3, 6, 4.0477
58, 17, 3, 5, 4.05277
59, 17, 3, 5, 4.05448
60, 17, 3, 6, 4.05055
61, 17, 3, 5, 4.05577
62, 17, 3, 5, 4.05725
63, 17, 2, 4, 4.0644
64, 17, 3, 5, 4.05572
65, 17, 2, 4, 4.06302
66, 17, 2, 4, 4.06249
67, 17, 3, 6, 4.05552
68, 17, 3, 6, 4.05476
69, 17, 3, 5, 4.05887
70, 17, 3, 5, 4.05755
71, 17, 3, 6, 4.05425
72, 17, 3, 5, 4.05908
73, 17, 3, 5, 4.05887
74, 17, 2, 4, 4.0658
75, 17, 3, 5, 4.06191
76, 17, 3, 5, 4.06185
77, 17, 2, 4, 4.06574
78, 17, 2, 4, 4.06552
79, 17, 2, 4, 4.06602
80, 17, 3, 6, 4.06457
81, 17, 3, 6, 4.05988
82, 17, 3, 5, 4.06524
83, 17, 3, 5, 4.05968
84, 17, 3, 6, 4.05844
85, 17, 3, 5, 4.06325
86, 17, 3, 5, 4.06023
87, 17, 2, 4, 4.06712
88, 17, 3, 5, 4.06758
89, 17, 3, 5, 4.06626
90, 17, 2, 4, 4.06877
91, 17, 2, 4, 4.06721
92, 17, 2, 4, 4.06848
93, 17, 3, 6, 4.07064
94, 17, 3, 6, 4.06275
95, 17, 3, 5, 4.06995
96, 17, 3, 5, 4.06081
97, 17, 3, 6, 4.06173
98, 17, 3, 5, 4.06673
99, 17, 3, 5, 4.06095
100, 17, 2, 4, 4.06794
101, 17, 3, 5, 4.0712
102, 17, 3, 5, 4.06855
103, 17, 2, 4, 4.07097
104, 17, 2, 4, 4.06802
105, 17, 2, 4, 4.06936
106, 17, 3, 6, 4.07276
107, 17, 3, 6, 4.06331
108, 17, 3, 5, 4.07204
109, 17, 3, 5, 4.06865
110, 17, 2, 4, 4.07176
111, 17, 2, 4, 4.06106
112, 17, 3, 6, 4.05306
113, 17, 3, 5, 4.05612
114, 17, 3, 6, 4.05169
115, 17, 3, 5, 4.05713
116, 17, 2, 4, 4.06522
117, 17, 2, 4, 4.06413
118, 17, 3, 6, 4.06072
119, 17, 3, 6, 4.05854
120, 17, 3, 5, 4.06115
121, 17, 3, 5, 4.05851
122, 17, 3, 6, 4.05516
123, 17, 3, 5, 4.06026
124, 17, 3, 5, 4.05864
125, 17, 2, 4, 4.06653
126, 17, 3, 5, 4.06639
127, 17, 2, 4, 4.06751
128, 17, 2, 4, 4.06677
129, 17, 3, 6, 4.06717
130, 17, 3, 6, 4.06179
131, 17, 3, 5, 4.06631
132, 17, 3, 5, 4.0599
133, 17, 3, 6, 4.0589
134, 17, 3, 5, 4.06416
135, 17, 3, 5, 4.0598
136, 17, 2, 4, 4.06774
137, 17, 3, 5, 4.06983
138, 17, 3, 5, 4.06881
139, 17, 2, 4, 4.06958
140, 17, 2, 4, 4.06841
141, 17, 2, 4, 4.06826
142, 17, 3, 6, 4.07074
143, 17, 3, 6, 4.06279
144, 17, 3, 5, 4.06989
145, 17, 3, 6, 4.06169
146, 17, 3, 5, 4.06739
147, 17, 3, 5, 4.06029
148, 17, 3, 5, 4.07112
149, 17, 3, 5, 4.06908
150, 17, 2, 4, 4.07081
151, 17, 2, 4, 4.06844
152, 17, 2, 4, 4.06629
153, 17, 3, 6, 4.06386
154, 17, 3, 5, 4.0625
155, 17, 3, 6, 4.05822
156, 17, 3, 5, 4.06157
157, 17, 2, 4, 4.06776
158, 17, 2, 4, 4.06794
159, 17, 3, 6, 4.06791
160, 17, 3, 6, 4.0649
161, 17, 3, 5, 4.06659
162, 17, 3, 5, 4.06294
163, 17, 3, 6, 4.06155
164, 17, 3, 5, 4.06529
165, 17, 3, 5, 4.06257
166, 17, 2, 4, 4.0689
167, 17, 3, 5, 4.07005
168, 17, 2, 4, 4.06958
169, 17, 2, 4, 4.06854
170, 17, 3, 6, 4.06938
171, 17, 3, 6, 4.06401
172, 17, 3, 5, 4.06931
173, 17, 3, 5, 4.06838
174, 17, 2, 4, 4.0687
175, 17, 3, 6, 4.06693
176, 17, 3, 6, 4.06459
177, 17, 3, 5, 4.06619
178, 17, 2, 4, 4.07005
179, 17, 2, 4, 4.06205
180, 17, 3, 5, 4.05796
181, 17, 3, 6, 4.04613
182, 17, 3, 5, 4.05431
183, 17, 2, 4, 4.06161
184, 17, 3, 5, 4.05586
185, 17, 3, 5, 4.053
186, 17, 3, 6, 4.04868
187, 17, 2, 4, 4.06045
188, 17, 3, 5, 4.05841
189, 17, 3, 6, 4.05159
190, 17, 3, 6, 4.04866
191, 17, 3, 5, 4.06054
192, 17, 3, 5, 4.05444
193, 17, 2, 4, 4.0626
194, 17, 3, 5, 4.06125
195, 17, 3, 5, 4.0596
196, 17, 3, 6, 4.05789
197, 17, 2, 4, 4.06322
198, 17, 3, 5, 4.06158
199, 17, 3, 6, 4.05753
200, 17, 3, 6, 4.05543
201, 17, 3, 5, 4.06291
202, 17, 3, 5, 4.05789
203, 17, 2, 4, 4.06406
204, 17, 3, 5, 4.06564
205, 17, 3, 5, 4.06437
206, 17, 3, 6, 4.06509
207, 17, 2, 4, 4.06514
208, 17, 3, 5, 4.0652
209, 17, 3, 6, 4.06254
210, 17, 3, 6, 4.06248
211, 17, 3, 5, 4.06468
212, 17, 3, 5, 4.06206
213, 17, 2, 4, 4.06537
214, 17, 3, 5, 4.06835
215, 17, 3, 5, 4.06695
216, 17, 3, 6, 4.06932
217, 17, 2, 4, 4.0661
218, 17, 3, 5, 4.06795
219, 17, 3, 6, 4.06581
220, 17, 3, 6, 4.06776
221, 17, 3, 5, 4.06562
222, 17, 3, 5, 4.06547
223, 17, 2, 4, 4.06614
224, 17, 3, 5, 4.06911
225, 17, 3, 6, 4.06695
226, 17, 3, 6, 4.0702
227, 17, 3, 5, 4.06726
228, 17, 3, 6, 4.04404
229, 17, 3, 5, 4.05147
230, 17, 4, 7, 4.03763
231, 17, 3, 6, 4.05219
232, 17, 4, 7, 4.04325
233, 17, 3, 5, 4.05812
234, 17, 3, 6, 4.04734
235, 17, 3, 6, 4.04931
236, 17, 3, 5, 4.05475
237, 17, 4, 7, 4.04575
238, 17, 4, 7, 4.04684
239, 17, 3, 5, 4.05428
240, 17, 3, 6, 4.04778
241, 17, 3, 6, 4.05295
242, 17, 4, 7, 4.04532
243, 17, 3, 5, 4.05934
244, 17, 3, 6, 4.04914
245, 17, 2, 4, 4.06473
246, 17, 3, 6, 4.06332
247, 17, 3, 6, 4.0609
248, 17, 3, 5, 4.06358
249, 17, 3, 5, 4.06389
250, 17, 3, 5, 4.06115
251, 17, 3, 6, 4.05782
252, 17, 3, 5, 4.05849
253, 17, 4, 7, 4.05174
254, 17, 4, 7, 4.05788
255, 17, 3, 5, 4.05978
256, 17, 3, 6, 4.05048
257, 17, 3, 6, 4.05639
258, 17, 4, 7, 4.04922
259, 17, 3, 5, 4.06082
260, 17, 3, 6, 4.05088
261, 17, 2, 4, 4.06721
262, 17, 3, 6, 4.06914
263, 17, 3, 6, 4.06388
264, 17, 3, 5, 4.06767
265, 17, 3, 5, 4.06832
266, 17, 3, 5, 4.06237
267, 17, 3, 6, 4.0655
268, 17, 3, 5, 4.06152
269, 17, 4, 7, 4.05539
270, 17, 4, 7, 4.0667
271, 17, 3, 5, 4.06502
272, 17, 3, 6, 4.05207
273, 17, 3, 6, 4.06026
274, 17, 4, 7, 4.05308
275, 17, 3, 5, 4.06204
276, 17, 3, 6, 4.05212
277, 17, 2, 4, 4.06862
278, 17, 3, 6, 4.07166
279, 17, 3, 6, 4.0646
280, 17, 3, 5, 4.06941
281, 17, 3, 5, 4.07081
282, 17, 3, 6, 4.0704
283, 17, 3, 5, 4.06318
284, 17, 4, 7, 4.05669
285, 17, 4, 7, 4.07146
286, 17, 3, 5, 4.06847
287, 17, 3, 6, 4.06326
288, 17, 4, 7, 4.05579
289, 17, 3, 5, 4.06262
290, 17, 3, 6, 4.05258
291, 17, 3, 5, 4.05581
292, 17, 4, 7, 4.04022
293, 17, 3, 6, 4.05016
294, 17, 3, 6, 4.04947
295, 17, 3, 5, 4.05486
296, 17, 2, 4, 4.06145
297, 17, 3, 6, 4.05124
298, 17, 3, 5, 4.05662
299, 17, 4, 7, 4.04951
300, 17, 3, 6, 4.0518
301, 17, 4, 7, 4.0488
302, 17, 3, 6, 4.05221
303, 17, 3, 5, 4.05505
304, 17, 3, 6, 4.05358
305, 17, 4, 7, 4.04867
306, 17, 4, 7, 4.04653
307, 17, 3, 5, 4.05874
308, 17, 3, 6, 4.05256
309, 17, 3, 6, 4.04988
310, 17, 3, 6, 4.05476
311, 17, 3, 5, 4.06058
312, 17, 3, 5, 4.05783
313, 17, 4, 7, 4.04633
314, 17, 4, 7, 4.04803
315, 17, 3, 6, 4.05249
316, 17, 3, 6, 4.05366
317, 17, 3, 6, 4.05071
318, 17, 3, 5, 4.05523
319, 17, 3, 5, 4.05631
320, 17, 2, 4, 4.0625
321, 17, 3, 5, 4.05886
322, 17, 3, 6, 4.05574
323, 17, 3, 5, 4.05806
324, 17, 3, 6, 4.05556
325, 17, 3, 5, 4.05896
326, 17, 2, 4, 4.06199
327, 17, 3, 6, 4.0553
328, 17, 3, 5, 4.06122
329, 17, 3, 6, 4.05701
330, 17, 3, 5, 4.06134
331, 17, 4, 7, 4.05997
332, 17, 3, 6, 4.0576
333, 17, 4, 7, 4.05748
334, 17, 3, 6, 4.06005
335, 17, 3, 5, 4.05761
336, 17, 3, 6, 4.05684
337, 17, 4, 7, 4.05413
338, 17, 4, 7, 4.05299
339, 17, 3, 5, 4.06176
340, 17, 3, 6, 4.05811
341, 17, 3, 6, 4.05627
342, 17, 3, 6, 4.05689
343, 17, 3, 5, 4.06275
344, 17, 3, 5, 4.0612
345, 17, 4, 7, 4.05558
346, 17, 4, 7, 4.05446
347, 17, 3, 6, 4.05824
348, 17, 3, 6, 4.05635
349, 17, 3, 6, 4.05434
350, 17, 3, 5, 4.05854
351, 17, 3, 5, 4.05788
352, 17, 2, 4, 4.0639
353, 17, 3, 5, 4.06379
354, 17, 3, 6, 4.06277
355, 17, 3, 5, 4.06323
356, 17, 3, 6, 4.06332
357, 17, 3, 5, 4.0633
358, 17, 2, 4, 4.06418
359, 17, 3, 6, 4.06105
360, 17, 3, 6, 4.06086
361, 17, 3, 5, 4.0638
362, 17, 3, 5, 4.06337
363, 17, 3, 6, 4.06085
364, 17, 3, 5, 4.06475
365, 17, 4, 7, 4.06716
366, 17, 3, 6, 4.06107
367, 17, 4, 7, 4.06296
368, 17, 3, 6, 4.0659
369, 17, 3, 5, 4.05911
370, 17, 3, 6, 4.06009
371, 17, 4, 7, 4.05842
372, 17, 4, 7, 4.05928
373, 17, 3, 5, 4.06506
374, 17, 3, 6, 4.06268
375, 17, 3, 6, 4.06281
376, 17, 3, 6, 4.05826
377, 17, 3, 5, 4.06427
378, 17, 3, 5, 4.06431
379, 17, 4, 7, 4.06382
380, 17, 4, 7, 4.05891
381, 17, 3, 6, 4.06401
382, 17, 3, 6, 4.05805
383, 17, 3, 6, 4.05822
384, 17, 3, 5, 4.06243
385, 17, 3, 5, 4.05908
386, 17, 2, 4, 4.06507
387, 17, 3, 5, 4.06698
388, 17, 3, 6, 4.06747
389, 17, 3, 5, 4.06619
390, 17, 3, 6, 4.06806
391, 17, 3, 5, 4.06654
392, 17, 2, 4, 4.06539
393, 17, 3, 6, 4.06608
394, 17, 3, 6, 4.06461
395, 17, 3, 5, 4.06644
396, 17, 3, 5, 4.06464
397, 17, 3, 6, 4.06257
398, 17, 3, 5, 4.06641
399, 17, 4, 7, 4.07024
400, 17, 3, 6, 4.06217
401, 17, 4, 7, 4.06497
402, 17, 3, 6, 4.06895
403, 17, 3, 6, 4.06221
404, 17, 4, 7, 4.06086
405, 17, 4, 7, 4.06359
406, 17, 3, 5, 4.06743
407, 17, 3, 6, 4.06551
408, 17, 3, 6, 4.06754
409, 17, 3, 5, 4.0662
410, 17, 4, 7, 4.06903
411, 17, 4, 7, 4.06107
412, 17, 3, 6, 4.06797
413, 17, 3, 6, 4.05868
414, 17, 3, 6, 4.06108
415, 17, 3, 5, 4.06548
416, 17, 3, 5, 4.05956
417, 17, 2, 4, 4.06565
418, 17, 3, 5, 4.06818
419, 17, 3, 6, 4.06924
420, 17, 3, 5, 4.06688
421, 17, 3, 6, 4.06945
422, 17, 3, 5, 4.06817
423, 17, 3, 6, 4.06895
424, 17, 3, 6, 4.06619
425, 17, 3, 5, 4.06808
426, 17, 3, 5, 4.06493
427, 17, 2, 4, 4.06349
428, 17, 3, 6, 4.06075
429, 17, 3, 5, 4.06233
430, 17, 3, 5, 4.06112
431, 17, 3, 5, 4.05722
432, 17, 4, 7, 4.05275
433, 17, 3, 6, 4.052
434, 17, 2, 4, 4.06561
435, 17, 3, 6, 4.06608
436, 17, 3, 6, 4.06384
437, 17, 3, 5, 4.06613
438, 17, 3, 5, 4.06503
439, 17, 3, 5, 4.06242
440, 17, 3, 6, 4.06186
441, 17, 3, 5, 4.06182
442, 17, 3, 6, 4.06269
443, 17, 4, 7, 4.05874
444, 17, 4, 7, 4.06354
445, 17, 3, 5, 4.06142
446, 17, 3, 6, 4.05633
447, 17, 3, 6, 4.05763
448, 17, 4, 7, 4.05369
449, 17, 4, 7, 4.05194
450, 17, 3, 6, 4.05846
451, 17, 3, 5, 4.0613
452, 17, 3, 6, 4.05555
453, 17, 3, 6, 4.05303
454, 17, 3, 5, 4.06301
455, 17, 3, 5, 4.06169
456, 17, 4, 7, 4.06112
457, 17, 4, 7, 4.05646
458, 17, 3, 5, 4.06012
459, 17, 3, 6, 4.05924
460, 17, 3, 6, 4.05366
461, 17, 2, 4, 4.06726
462, 17, 3, 6, 4.06946
463, 17, 3, 6, 4.06479
464, 17, 3, 5, 4.06822
465, 17, 3, 5, 4.06837
466, 17, 3, 5, 4.06281
467, 17, 3, 6, 4.06717
468, 17, 3, 5, 4.06375
469, 17, 3, 6, 4.06702
470, 17, 4, 7, 4.06009
471, 17, 4, 7, 4.06871
472, 17, 3, 5, 4.06554
473, 17, 3, 6, 4.0569
474, 17, 3, 6, 4.06113
475, 17, 4, 7, 4.05707
476, 17, 4, 7, 4.05525
477, 17, 3, 6, 4.06211
478, 17, 3, 5, 4.06237
479, 17, 3, 6, 4.05658
480, 17, 3, 6, 4.05405
481, 17, 3, 5, 4.06413
482, 17, 3, 5, 4.06573
483, 17, 4, 7, 4.06742
484, 17, 4, 7, 4.05799
485, 17, 3, 5, 4.06216
486, 17, 3, 6, 4.06577
487, 17, 3, 6, 4.05431
488, 17, 3, 5, 4.06955
489, 17, 3, 5, 4.06842
490, 17, 3, 6, 4.06625
491, 17, 3, 6, 4.07058
492, 17, 2, 4, 4.06751
493, 17, 3, 5, 4.06468
494, 17, 2, 4, 4.06787
495, 17, 3, 6, 4.06988
496, 17, 3, 6, 4.06375
497, 17, 3, 5, 4.06809
498, 17, 3, 5, 4.07001
499, 17, 3, 5, 4.06444
500, 17, 3, 6, 4.06858
501, 17, 4, 7, 4.05941
502, 17, 4, 7, 4.05747
503, 17, 4, 7, 4.07011
504, 17, 3, 5, 4.06288
505, 17, 3, 5, 4.06806
506, 17, 3, 6, 4.06496
507, 17, 3, 6, 4.06979
508, 17, 2, 4, 4.06808
509, 17, 3, 6, 4.05548
510, 17, 3, 5, 4.05914
511, 17, 4, 7, 4.05521
512, 17, 3, 6, 4.05677
513, 17, 4, 7, 4.05591
514, 17, 3, 6, 4.05477
515, 17, 3, 5, 4.05705
516, 17, 3, 6, 4.05445
517, 17, 4, 7, 4.05032
518, 17, 4, 7, 4.0485
519, 17, 3, 5, 4.05994
520, 17, 3, 6, 4.05407
521, 17, 3, 6, 4.05152
522, 17, 3, 6, 4.0553
523, 17, 3, 5, 4.06165
524, 17, 3, 5, 4.05998
525, 17, 4, 7, 4.05315
526, 17, 3, 6, 4.05546
527, 17, 3, 6, 4.05212
528, 17, 3, 5, 4.05667
529, 17, 2, 4, 4.0635
530, 17, 3, 6, 4.0597
531, 17, 3, 5, 4.06282
532, 17, 4, 7, 4.06298
533, 17, 3, 6, 4.06055
534, 17, 4, 7, 4.06181
535, 17, 3, 6, 4.06134
536, 17, 3, 5, 4.05875
537, 17, 3, 6, 4.05744
538, 17, 4, 7, 4.05521
539, 17, 4, 7, 4.05438
540, 17, 3, 5, 4.06276
541, 17, 3, 6, 4.0593
542, 17, 3, 6, 4.05755
543, 17, 3, 6, 4.05715
544, 17, 3, 5, 4.06366
545, 17, 3, 5, 4.06275
546, 17, 4, 7, 4.06018
547, 17, 4, 7, 4.05797
548, 17, 3, 6, 4.06014
549, 17, 3, 6, 4.05744
550, 17, 3, 6, 4.0555
551, 17, 3, 5, 4.0598
552, 17, 3, 5, 4.05813
553, 17, 2, 4, 4.06481
554, 17, 3, 5, 4.06718
555, 17, 3, 6, 4.06558
556, 17, 3, 5, 4.06662
557, 17, 3, 6, 4.06817
558, 17, 3, 5, 4.06444
559, 17, 2, 4, 4.06601
560, 17, 3, 6, 4.0649
561, 17, 3, 5, 4.06516
562, 17, 3, 6, 4.06182
563, 17, 3, 5, 4.06514
564, 17, 4, 7, 4.06762
565, 17, 3, 6, 4.06202
566, 17, 4, 7, 4.06433
567, 17, 3, 6, 4.06603
568, 17, 3, 5, 4.05941
569, 17, 3, 6, 4.06026
570, 17, 4, 7, 4.05893
571, 17, 4, 7, 4.05994
572, 17, 3, 5, 4.06583
573, 17, 3, 6, 4.06357
574, 17, 3, 6, 4.0637
575, 17, 3, 6, 4.05823
576, 17, 3, 5, 4.06504
577, 17, 3, 5, 4.06494
578, 17, 4, 7, 4.06585
579, 17, 4, 7, 4.06055
580, 17, 3, 6, 4.06468
581, 17, 3, 6, 4.05835
582, 17, 3, 6, 4.05896
583, 17, 3, 5, 4.06344
584, 17, 3, 5, 4.05914
585, 17, 2, 4, 4.06588
586, 17, 3, 5, 4.06853
587, 17, 3, 6, 4.06788
588, 17, 3, 5, 4.06746
589, 17, 3, 6, 4.06973
590, 17, 3, 5, 4.06663
591, 17, 2, 4, 4.06635
592, 17, 3, 6, 4.06767
593, 17, 3, 6, 4.06662
594, 17, 3, 5, 4.06679
595, 17, 3, 5, 4.06557
596, 17, 3, 6, 4.06191
597, 17, 4, 7, 4.06356
598, 17, 3, 5, 4.06584
599, 17, 4, 7, 4.06856
600, 17, 4, 7, 4.06082
601, 17, 3, 6, 4.06751
602, 17, 3, 6, 4.06136
603, 17, 3, 5, 4.06625
604, 17, 3, 5, 4.06797
605, 17, 3, 6, 4.06809
606, 17, 3, 6, 4.06817
607, 17, 3, 6, 4.06614
608, 17, 3, 5, 4.06741
609, 17, 2, 4, 4.06689
610, 17, 3, 6, 4.06688
611, 17, 3, 5, 4.06789
612, 17, 3, 5, 4.06534
613, 17, 3, 5, 4.06348
614, 17, 4, 7, 4.06244
615, 17, 3, 6, 4.05981
616, 17, 2, 4, 4.06771
617, 17, 3, 6, 4.06821
618, 17, 3, 6, 4.06588
619, 17, 3, 5, 4.06806
620, 17, 3, 5, 4.06784
621, 17, 3, 5, 4.06492
622, 17, 3, 6, 4.06717
623, 17, 3, 5, 4.06534
624, 17, 3, 6, 4.06642
625, 17, 4, 7, 4.06332
626, 17, 4, 7, 4.06793
627, 17, 3, 5, 4.06532
628, 17, 3, 6, 4.06344
629, 17, 4, 7, 4.06113
630, 17, 4, 7, 4.06004
631, 17, 3, 6, 4.06362
632, 17, 3, 6, 4.06146
633, 17, 3, 6, 4.05961
634, 17, 3, 5, 4.06647
635, 17, 4, 7, 4.06667
636, 17, 4, 7, 4.06197
637, 17, 3, 5, 4.06451
638, 17, 3, 6, 4.06545
639, 17, 3, 6, 4.06395
640, 17, 3, 5, 4.06439
641, 17, 4, 7, 4.06405
642, 17, 3, 6, 4.06418
643, 17, 4, 7, 4.06604
644, 17, 3, 6, 4.06178
645, 17, 3, 5, 4.0621
646, 17, 3, 6, 4.06026
647, 17, 4, 7, 4.05809
648, 17, 4, 7, 4.05721
649, 17, 3, 5, 4.06397
650, 17, 3, 6, 4.06055
651, 17, 3, 6, 4.05877
652, 17, 3, 6, 4.06009
653, 17, 3, 5, 4.06492
654, 17, 3, 5, 4.06459
655, 17, 4, 7, 4.06269
656, 17, 3, 6, 4.06106
657, 17, 3, 6, 4.05849
658, 17, 3, 5, 4.06106
659, 17, 2, 4, 4.06603
660, 17, 3, 6, 4.06415
661, 17, 3, 5, 4.06574
662, 17, 4, 7, 4.06656
663, 17, 3, 6, 4.06368
664, 17, 4, 7, 4.06546
665, 17, 3, 6, 4.06556
666, 17, 3, 6, 4.06274
667, 17, 4, 7, 4.06142
668, 17, 4, 7, 4.06224
669, 17, 3, 5, 4.0669
670, 17, 3, 6, 4.06465
671, 17, 3, 6, 4.06469
672, 17, 3, 5, 4.06575
673, 17, 4, 7, 4.06597
674, 17, 4, 7, 4.06306
675, 17, 3, 6, 4.06453
676, 17, 3, 6, 4.06101
677, 17, 3, 6, 4.06157
678, 17, 3, 5, 4.06453
679, 17, 3, 5, 4.06192
680, 17, 2, 4, 4.06705
681, 17, 3, 5, 4.06897
682, 17, 3, 6, 4.06646
683, 17, 3, 5, 4.06724
684, 17, 3, 6, 4.06894
685, 17, 3, 5, 4.06603
686, 17, 3, 6, 4.06715
687, 17, 3, 5, 4.06625
688, 17, 2, 4, 4.06792
689, 17, 3, 5, 4.06677
690, 17, 3, 6, 4.06575
691, 17, 4, 7, 4.06477
692, 17, 3, 5, 4.066
693, 17, 4, 7, 4.06429
694, 17, 3, 6, 4.0644
695, 17, 3, 6, 4.04679
696, 17, 4, 8, 4.04003
697, 17, 3, 6, 4.04944
698, 17, 4, 7, 4.0416
699, 17, 3, 6, 4.05149
700, 17, 4, 8, 4.03949
701, 17, 4, 7, 4.04702
702, 17, 3, 5, 4.05637
703, 17, 4, 7, 4.04198
704, 17, 3, 6, 4.05114
705, 17, 3, 6, 4.05164
706, 17, 3, 6, 4.0505
707, 17, 4, 8, 4.05049
708, 17, 4, 8, 4.04631
709, 17, 3, 6, 4.05295
710, 17, 4, 7, 4.04945
711, 17, 4, 7, 4.0445
712, 17, 3, 6, 4.05265
713, 17, 4, 8, 4.04221
714, 17, 4, 7, 4.04875
715, 17, 3, 5, 4.0577
716, 17, 4, 7, 4.04396
717, 17, 3, 6, 4.05273
718, 17, 2, 4, 4.06422
719, 17, 3, 6, 4.06588
720, 17, 3, 6, 4.06198
721, 17, 3, 5, 4.06465
722, 17, 3, 5, 4.06019
723, 17, 3, 6, 4.05892
724, 17, 3, 6, 4.05387
725, 17, 4, 8, 4.06109
726, 17, 4, 8, 4.05032
727, 17, 3, 6, 4.05789
728, 17, 4, 7, 4.0591
729, 17, 4, 7, 4.0463
730, 17, 3, 6, 4.05598
731, 17, 4, 8, 4.04601
732, 17, 4, 7, 4.0523
733, 17, 3, 5, 4.05915
734, 17, 4, 7, 4.04567
735, 17, 3, 6, 4.0543
736, 17, 3, 5, 4.06376
737, 17, 3, 6, 4.06167
738, 17, 4, 7, 4.06568
739, 17, 4, 7, 4.058
740, 17, 3, 5, 4.06022
741, 17, 3, 6, 4.06431
742, 17, 3, 6, 4.05531
743, 17, 2, 4, 4.066
744, 17, 3, 6, 4.069
745, 17, 3, 6, 4.06307
746, 17, 3, 5, 4.06763
747, 17, 3, 5, 4.06064
748, 17, 3, 6, 4.06518
749, 17, 3, 6, 4.05615
750, 17, 4, 8, 4.06841
751, 17, 4, 8, 4.05205
752, 17, 3, 6, 4.06206
753, 17, 4, 7, 4.06675
754, 17, 4, 7, 4.04703
755, 17, 3, 6, 4.05953
756, 17, 4, 8, 4.04946
757, 17, 4, 7, 4.05589
758, 17, 3, 5, 4.06023
759, 17, 4, 7, 4.04677
760, 17, 3, 6, 4.05543
761, 17, 3, 5, 4.06708
762, 17, 3, 6, 4.06421
763, 17, 4, 7, 4.07026
764, 17, 4, 7, 4.05925
765, 17, 3, 5, 4.06217
766, 17, 3, 6, 4.06897
767, 17, 3, 6, 4.05582
768, 17, 2, 4, 4.06665
769, 17, 3, 6, 4.06877
770, 17, 3, 6, 4.06213
771, 17, 3, 5, 4.06849
772, 17, 3, 6, 4.05695
773, 17, 4, 8, 4.07098
774, 17, 4, 8, 4.05166
775, 17, 4, 7, 4.05842
776, 17, 3, 6, 4.06434
777, 17, 4, 7, 4.07067
778, 17, 3, 5, 4.06287
779, 17, 3, 6, 4.07065
780, 17, 3, 6, 4.04668
781, 17, 3, 6, 4.05066
782, 17, 3, 5, 4.05556
783, 17, 2, 4, 4.06152
784, 17, 3, 6, 4.053
785, 17, 4, 8, 4.05229
786, 17, 3, 6, 4.05274
787, 17, 4, 7, 4.05131
788, 17, 3, 6, 4.05251
789, 17, 3, 6, 4.05389
790, 17, 4, 8, 4.0456
791, 17, 4, 8, 4.04658
792, 17, 4, 7, 4.04993
793, 17, 3, 5, 4.05835
794, 17, 4, 7, 4.04778
795, 17, 4, 7, 4.04931
796, 17, 3, 6, 4.05344
797, 17, 4, 7, 4.05013
798, 17, 3, 6, 4.05438
799, 17, 3, 6, 4.04864
800, 17, 3, 6, 4.05199
801, 17, 3, 5, 4.05611
802, 17, 3, 6, 4.05237
803, 17, 3, 5, 4.05699
804, 17, 2, 4, 4.06261
805, 17, 4, 7, 4.05451
806, 17, 3, 5, 4.05958
807, 17, 4, 7, 4.05796
808, 17, 3, 6, 4.05717
809, 17, 3, 6, 4.05379
810, 17, 3, 6, 4.05785
811, 17, 3, 5, 4.05752
812, 17, 4, 7, 4.0526
813, 17, 3, 6, 4.05609
814, 17, 3, 6, 4.0561
815, 17, 3, 5, 4.06133
816, 17, 3, 6, 4.05759
817, 17, 4, 8, 4.0609
818, 17, 3, 6, 4.05692
819, 17, 4, 7, 4.05861
820, 17, 3, 6, 4.05443
821, 17, 3, 6, 4.05708
