graphNo, Vertex-Num, radius, diameter, entropy
21862, 17, 5, 9, 4.05664
21863, 17, 4, 7, 4.0593
21864, 17, 5, 9, 4.05971
21865, 17, 6, 11, 4.05328
21866, 17, 5, 9, 4.05408
21867, 17, 6, 11, 4.05655
21868, 17, 4, 8, 4.05834
21869, 17, 5, 10, 4.05428
21870, 17, 6, 11, 4.0535
21871, 17, 5, 9, 4.05468
21872, 17, 6, 11, 4.0568
21873, 17, 5, 10, 4.05466
21874, 17, 4, 8, 4.05513
21875, 17, 5, 10, 4.05069
21876, 17, 5, 10, 4.05106
21877, 17, 4, 8, 4.05882
21878, 17, 5, 10, 4.05466
21879, 17, 5, 10, 4.05507
21880, 17, 5, 10, 4.055
21881, 17, 4, 8, 4.05686
21882, 17, 5, 10, 4.05821
21883, 17, 5, 9, 4.05641
21884, 17, 5, 9, 4.05686
21885, 17, 5, 10, 4.05454
21886, 17, 5, 9, 4.05612
21887, 17, 5, 9, 4.0526
21888, 17, 4, 8, 4.05466
21889, 17, 5, 9, 4.05586
21890, 17, 4, 8, 4.05636
21891, 17, 5, 10, 4.05972
21892, 17, 4, 8, 4.05557
21893, 17, 5, 10, 4.05795
21894, 17, 4, 8, 4.05357
21895, 17, 5, 9, 4.05821
21896, 17, 4, 8, 4.05875
21897, 17, 4, 7, 4.05947
21898, 17, 5, 9, 4.06261
21899, 17, 4, 7, 4.05869
21900, 17, 5, 9, 4.06086
21901, 17, 4, 8, 4.06124
21902, 17, 5, 9, 4.05437
21903, 17, 4, 7, 4.05624
21904, 17, 5, 9, 4.05776
21905, 17, 4, 8, 4.05582
21906, 17, 4, 8, 4.05216
21907, 17, 4, 8, 4.05629
21908, 17, 5, 9, 4.05576
21909, 17, 4, 7, 4.05824
21910, 17, 5, 9, 4.05901
21911, 17, 4, 8, 4.05742
21912, 17, 4, 8, 4.05399
21913, 17, 4, 8, 4.05791
21914, 17, 4, 7, 4.05403
21915, 17, 5, 9, 4.05555
21916, 17, 4, 7, 4.05829
21917, 17, 5, 9, 4.05884
21918, 17, 4, 8, 4.05732
21919, 17, 4, 8, 4.05387
21920, 17, 4, 8, 4.05783
21921, 17, 4, 8, 4.05742
21922, 17, 4, 8, 4.06049
21923, 17, 4, 7, 4.05946
21924, 17, 4, 7, 4.05634
21925, 17, 4, 7, 4.0562
21926, 17, 3, 6, 4.05906
21927, 17, 5, 10, 4.05835
21928, 17, 4, 8, 4.05643
21929, 17, 4, 8, 4.05735
21930, 17, 4, 8, 4.06078
21931, 17, 5, 10, 4.05989
21932, 17, 5, 9, 4.05806
21933, 17, 4, 8, 4.05861
21934, 17, 5, 9, 4.0617
21935, 17, 5, 10, 4.05834
21936, 17, 4, 7, 4.05702
21937, 17, 5, 9, 4.05797
21938, 17, 5, 9, 4.0566
21939, 17, 5, 9, 4.06127
21940, 17, 3, 6, 4.06023
21941, 17, 4, 8, 4.06099
21942, 17, 4, 8, 4.05966
21943, 17, 5, 10, 4.06108
21944, 17, 4, 8, 4.05988
21945, 17, 5, 9, 4.06098
21946, 17, 5, 9, 4.06167
21947, 17, 4, 8, 4.05958
21948, 17, 4, 7, 4.05603
21949, 17, 4, 8, 4.05745
21950, 17, 4, 7, 4.05879
21951, 17, 5, 9, 4.05886
21952, 17, 5, 9, 4.05766
21953, 17, 4, 8, 4.06002
21954, 17, 4, 8, 4.05386
21955, 17, 5, 10, 4.0547
21956, 17, 5, 9, 4.05717
21957, 17, 6, 11, 4.06049
21958, 17, 6, 11, 4.05505
21959, 17, 5, 9, 4.05673
21960, 17, 5, 10, 4.05906
21961, 17, 4, 7, 4.05659
21962, 17, 5, 9, 4.0573
21963, 17, 4, 8, 4.05995
21964, 17, 5, 10, 4.06313
21965, 17, 5, 10, 4.0576
21966, 17, 4, 8, 4.05941
21967, 17, 5, 9, 4.06179
21968, 17, 5, 10, 4.05257
21969, 17, 5, 9, 4.05538
21970, 17, 6, 11, 4.05629
21971, 17, 5, 9, 4.05594
21972, 17, 4, 8, 4.05615
21973, 17, 5, 10, 4.0562
21974, 17, 4, 8, 4.05631
21975, 17, 5, 10, 4.05492
21976, 17, 5, 9, 4.05516
21977, 17, 4, 7, 4.05559
21978, 17, 4, 7, 4.05576
21979, 17, 4, 8, 4.05621
21980, 17, 5, 9, 4.05555
21981, 17, 5, 9, 4.05718
21982, 17, 4, 7, 4.0538
21983, 17, 4, 7, 4.05813
21984, 17, 4, 8, 4.05817
21985, 17, 5, 9, 4.05731
21986, 17, 5, 9, 4.05895
21987, 17, 4, 7, 4.05616
21988, 17, 3, 6, 4.06096
21989, 17, 4, 7, 4.06048
21990, 17, 4, 8, 4.05939
21991, 17, 4, 8, 4.06103
21992, 17, 4, 8, 4.05271
21993, 17, 4, 8, 4.0548
21994, 17, 4, 7, 4.05729
21995, 17, 4, 8, 4.05465
21996, 17, 4, 8, 4.05675
21997, 17, 4, 7, 4.05693
21998, 17, 5, 9, 4.05373
21999, 17, 5, 9, 4.05379
22000, 17, 3, 6, 4.05771
22001, 17, 4, 8, 4.05271
22002, 17, 4, 8, 4.05314
22003, 17, 4, 8, 4.05529
22004, 17, 4, 7, 4.05529
22005, 17, 4, 7, 4.05867
22006, 17, 5, 9, 4.05453
22007, 17, 5, 9, 4.05482
22008, 17, 4, 8, 4.05396
22009, 17, 4, 8, 4.05472
22010, 17, 4, 8, 4.05665
22011, 17, 4, 8, 4.05451
22012, 17, 4, 7, 4.0549
22013, 17, 4, 8, 4.05615
22014, 17, 4, 7, 4.05734
22015, 17, 4, 7, 4.05537
22016, 17, 3, 6, 4.05508
22017, 17, 4, 7, 4.05662
22018, 17, 3, 6, 4.057
22019, 17, 4, 7, 4.05819
22020, 17, 3, 6, 4.05935
22021, 17, 4, 7, 4.05618
22022, 17, 3, 6, 4.05685
22023, 17, 4, 7, 4.05794
22024, 17, 3, 6, 4.05948
22025, 17, 3, 6, 4.06009
22026, 17, 3, 5, 4.06265
22027, 17, 4, 7, 4.05856
22028, 17, 4, 8, 4.05971
22029, 17, 4, 8, 4.0586
22030, 17, 4, 7, 4.06056
22031, 17, 5, 9, 4.05984
22032, 17, 5, 9, 4.05979
22033, 17, 4, 8, 4.06152
22034, 17, 5, 10, 4.05661
22035, 17, 4, 8, 4.05866
22036, 17, 5, 10, 4.05961
22037, 17, 5, 9, 4.05806
22038, 17, 5, 9, 4.05727
22039, 17, 5, 9, 4.06027
22040, 17, 4, 8, 4.05915
22041, 17, 5, 9, 4.05489
22042, 17, 4, 8, 4.05608
22043, 17, 5, 9, 4.05849
22044, 17, 4, 7, 4.05857
22045, 17, 4, 8, 4.05702
22046, 17, 4, 7, 4.05725
22047, 17, 3, 6, 4.05862
22048, 17, 4, 8, 4.05841
22049, 17, 4, 7, 4.0593
22050, 17, 3, 6, 4.06162
22051, 17, 6, 12, 4.05443
22052, 17, 6, 11, 4.05693
22053, 17, 5, 10, 4.05588
22054, 17, 5, 9, 4.05424
22055, 17, 6, 11, 4.05557
22056, 17, 4, 8, 4.05613
22057, 17, 6, 11, 4.06024
22058, 17, 6, 12, 4.0545
22059, 17, 5, 10, 4.05346
22060, 17, 5, 10, 4.05487
22061, 17, 6, 12, 4.05768
22062, 17, 5, 9, 4.05503
22063, 17, 4, 8, 4.05723
22064, 17, 6, 12, 4.05738
22065, 17, 6, 11, 4.05496
22066, 17, 6, 11, 4.05898
22067, 17, 6, 11, 4.05601
22068, 17, 5, 10, 4.05675
22069, 17, 5, 9, 4.05575
22070, 17, 4, 7, 4.05565
22071, 17, 4, 7, 4.0571
22072, 17, 5, 10, 4.05386
22073, 17, 5, 9, 4.05422
22074, 17, 5, 9, 4.05415
22075, 17, 4, 8, 4.05544
22076, 17, 5, 9, 4.05701
22077, 17, 6, 11, 4.05527
22078, 17, 6, 12, 4.05676
22079, 17, 5, 10, 4.05318
22080, 17, 6, 12, 4.05471
22081, 17, 6, 11, 4.05673
22082, 17, 6, 11, 4.05957
22083, 17, 5, 9, 4.05576
22084, 17, 6, 11, 4.05743
22085, 17, 5, 10, 4.0595
22086, 17, 5, 10, 4.05448
22087, 17, 5, 10, 4.05436
22088, 17, 5, 9, 4.05546
22089, 17, 5, 10, 4.05503
22090, 17, 5, 10, 4.0551
22091, 17, 5, 9, 4.05645
22092, 17, 5, 9, 4.05671
22093, 17, 5, 10, 4.05607
22094, 17, 5, 9, 4.05597
22095, 17, 5, 9, 4.05914
22096, 17, 5, 9, 4.05822
22097, 17, 4, 8, 4.05901
22098, 17, 5, 9, 4.0545
22099, 17, 5, 10, 4.05824
22100, 17, 5, 10, 4.05519
22101, 17, 4, 8, 4.05596
22102, 17, 5, 9, 4.05599
22103, 17, 5, 10, 4.05944
22104, 17, 5, 10, 4.05642
22105, 17, 4, 8, 4.05738
22106, 17, 5, 9, 4.05738
22107, 17, 5, 10, 4.05617
22108, 17, 4, 8, 4.05553
22109, 17, 5, 10, 4.05787
22110, 17, 4, 8, 4.05734
22111, 17, 4, 7, 4.05842
22112, 17, 5, 9, 4.05983
22113, 17, 4, 7, 4.05946
22114, 17, 5, 10, 4.05763
22115, 17, 5, 10, 4.05823
22116, 17, 4, 8, 4.05777
22117, 17, 5, 10, 4.05908
22118, 17, 5, 10, 4.06048
22119, 17, 4, 8, 4.05869
22120, 17, 4, 8, 4.05907
22121, 17, 5, 9, 4.05824
22122, 17, 5, 9, 4.05976
22123, 17, 4, 8, 4.05711
22124, 17, 5, 9, 4.05802
22125, 17, 2, 4, 4.05731
22126, 17, 3, 5, 4.05557
22127, 17, 3, 6, 4.04758
22128, 17, 3, 5, 4.05331
22129, 17, 2, 4, 4.05805
22130, 17, 3, 6, 4.05566
22131, 17, 4, 7, 4.05377
22132, 17, 3, 5, 4.05807
22133, 17, 3, 6, 4.05489
22134, 17, 3, 6, 4.05345
22135, 17, 4, 7, 4.05051
22136, 17, 3, 5, 4.05754
22137, 17, 3, 5, 4.05691
22138, 17, 3, 6, 4.05252
22139, 17, 3, 6, 4.05059
22140, 17, 3, 5, 4.05785
22141, 17, 3, 5, 4.0546
22142, 17, 2, 4, 4.05943
22143, 17, 3, 6, 4.06135
22144, 17, 4, 7, 4.06316
22145, 17, 3, 5, 4.06041
22146, 17, 3, 6, 4.05981
22147, 17, 3, 6, 4.06001
22148, 17, 4, 7, 4.06043
22149, 17, 3, 5, 4.0596
22150, 17, 3, 6, 4.05902
22151, 17, 3, 6, 4.05835
22152, 17, 4, 7, 4.05775
22153, 17, 3, 5, 4.05929
22154, 17, 3, 5, 4.05975
22155, 17, 3, 6, 4.05732
22156, 17, 3, 6, 4.05634
22157, 17, 3, 5, 4.0596
22158, 17, 3, 5, 4.05787
22159, 17, 2, 4, 4.06079
22160, 17, 3, 5, 4.06376
22161, 17, 3, 6, 4.06507
22162, 17, 3, 6, 4.06265
22163, 17, 3, 6, 4.06249
22164, 17, 4, 7, 4.06468
22165, 17, 3, 6, 4.062
22166, 17, 3, 6, 4.06184
22167, 17, 4, 7, 4.06392
22168, 17, 3, 6, 4.06179
22169, 17, 3, 6, 4.06125
22170, 17, 4, 7, 4.06275
22171, 17, 3, 5, 4.06001
22172, 17, 3, 5, 4.06237
22173, 17, 3, 6, 4.06086
22174, 17, 3, 6, 4.06172
22175, 17, 3, 5, 4.06051
22176, 17, 3, 5, 4.06119
22177, 17, 2, 4, 4.06166
22178, 17, 3, 6, 4.05454
22179, 17, 4, 7, 4.04786
22180, 17, 4, 8, 4.04315
22181, 17, 4, 7, 4.04632
22182, 17, 3, 6, 4.05182
22183, 17, 4, 8, 4.04196
22184, 17, 3, 6, 4.0527
22185, 17, 4, 7, 4.04658
22186, 17, 3, 5, 4.05658
22187, 17, 3, 6, 4.04922
22188, 17, 3, 6, 4.05823
22189, 17, 4, 7, 4.0592
22190, 17, 4, 8, 4.06119
22191, 17, 4, 7, 4.06007
22192, 17, 4, 8, 4.06123
22193, 17, 4, 7, 4.05906
22194, 17, 3, 6, 4.05867
22195, 17, 4, 7, 4.05501
22196, 17, 4, 8, 4.04966
22197, 17, 4, 8, 4.05381
22198, 17, 5, 9, 4.05003
22199, 17, 3, 6, 4.05675
22200, 17, 4, 7, 4.05009
22201, 17, 4, 8, 4.05702
22202, 17, 4, 8, 4.05211
22203, 17, 3, 6, 4.05547
22204, 17, 5, 9, 4.0593
22205, 17, 5, 9, 4.05511
22206, 17, 4, 7, 4.0566
22207, 17, 4, 7, 4.05157
22208, 17, 3, 6, 4.05764
22209, 17, 4, 7, 4.05715
22210, 17, 4, 8, 4.05795
22211, 17, 4, 7, 4.05808
22212, 17, 4, 7, 4.05437
22213, 17, 4, 8, 4.04899
22214, 17, 4, 7, 4.05338
22215, 17, 4, 8, 4.0489
22216, 17, 4, 8, 4.05094
22217, 17, 5, 9, 4.04736
22218, 17, 3, 6, 4.05638
22219, 17, 4, 7, 4.04986
22220, 17, 4, 8, 4.05269
22221, 17, 4, 8, 4.04923
22222, 17, 3, 6, 4.05433
22223, 17, 4, 8, 4.0514
22224, 17, 5, 9, 4.05372
22225, 17, 5, 9, 4.05086
22226, 17, 4, 7, 4.05425
22227, 17, 4, 7, 4.0502
22228, 17, 3, 6, 4.0561
22229, 17, 4, 7, 4.05013
22230, 17, 4, 7, 4.05254
22231, 17, 4, 8, 4.04794
22232, 17, 4, 7, 4.05095
22233, 17, 4, 8, 4.04695
22234, 17, 3, 6, 4.05669
22235, 17, 4, 7, 4.05006
22236, 17, 4, 7, 4.05102
22237, 17, 3, 6, 4.05468
22238, 17, 4, 8, 4.04828
22239, 17, 4, 8, 4.04968
22240, 17, 3, 6, 4.05458
22241, 17, 4, 7, 4.04899
22242, 17, 3, 6, 4.05428
22243, 17, 4, 7, 4.04899
22244, 17, 3, 5, 4.05803
22245, 17, 3, 6, 4.05101
22246, 17, 3, 5, 4.06199
22247, 17, 3, 6, 4.06223
22248, 17, 4, 7, 4.06568
22249, 17, 3, 6, 4.06382
22250, 17, 4, 7, 4.064
22251, 17, 3, 6, 4.06434
22252, 17, 3, 5, 4.06012
22253, 17, 4, 7, 4.06566
22254, 17, 4, 7, 4.05606
22255, 17, 3, 6, 4.05918
22256, 17, 4, 8, 4.06689
22257, 17, 4, 8, 4.05913
22258, 17, 3, 6, 4.06329
22259, 17, 3, 6, 4.05324
22260, 17, 3, 6, 4.06067
22261, 17, 4, 7, 4.06088
22262, 17, 4, 8, 4.0648
22263, 17, 4, 7, 4.06128
22264, 17, 4, 7, 4.06277
22265, 17, 4, 8, 4.06322
22266, 17, 4, 7, 4.06272
22267, 17, 3, 6, 4.05897
22268, 17, 4, 7, 4.05861
22269, 17, 4, 8, 4.05275
22270, 17, 4, 7, 4.059
22271, 17, 4, 8, 4.05363
22272, 17, 4, 8, 4.0597
22273, 17, 5, 9, 4.05516
22274, 17, 3, 6, 4.05794
22275, 17, 4, 7, 4.0509
22276, 17, 4, 8, 4.06309
22277, 17, 4, 8, 4.05437
22278, 17, 3, 6, 4.05798
22279, 17, 4, 8, 4.05572
22280, 17, 5, 9, 4.06513
22281, 17, 5, 9, 4.05783
22282, 17, 4, 7, 4.06124
22283, 17, 4, 7, 4.0521
22284, 17, 3, 6, 4.06023
22285, 17, 4, 7, 4.0598
22286, 17, 4, 8, 4.06337
22287, 17, 4, 7, 4.06029
22288, 17, 4, 7, 4.06189
22289, 17, 4, 8, 4.06194
22290, 17, 4, 7, 4.06152
22291, 17, 3, 6, 4.0583
22292, 17, 4, 7, 4.05809
22293, 17, 4, 8, 4.05247
22294, 17, 4, 7, 4.05774
22295, 17, 4, 8, 4.0528
22296, 17, 4, 8, 4.0575
22297, 17, 5, 9, 4.05342
22298, 17, 3, 6, 4.05786
22299, 17, 4, 7, 4.05109
22300, 17, 4, 8, 4.06011
22301, 17, 4, 8, 4.05266
22302, 17, 3, 6, 4.05729
22303, 17, 4, 8, 4.05425
22304, 17, 5, 9, 4.062
22305, 17, 5, 9, 4.05576
22306, 17, 4, 7, 4.0595
22307, 17, 4, 7, 4.05123
22308, 17, 3, 5, 4.06105
22309, 17, 4, 7, 4.06199
22310, 17, 4, 7, 4.05922
22311, 17, 3, 6, 4.06154
22312, 17, 3, 6, 4.06138
22313, 17, 3, 6, 4.05801
22314, 17, 3, 6, 4.05881
22315, 17, 4, 7, 4.05303
22316, 17, 4, 7, 4.05694
22317, 17, 4, 8, 4.05215
22318, 17, 4, 7, 4.05632
22319, 17, 4, 8, 4.0523
22320, 17, 3, 6, 4.05825
22321, 17, 4, 7, 4.05155
22322, 17, 4, 7, 4.05775
22323, 17, 3, 6, 4.05742
22324, 17, 4, 8, 4.05245
22325, 17, 4, 8, 4.0584
22326, 17, 3, 6, 4.05889
22327, 17, 4, 7, 4.05053
22328, 17, 3, 6, 4.05745
22329, 17, 4, 7, 4.05242
22330, 17, 3, 5, 4.05935
22331, 17, 3, 6, 4.05247
22332, 17, 3, 6, 4.06133
22333, 17, 4, 7, 4.06028
22334, 17, 4, 8, 4.06523
22335, 17, 4, 7, 4.06014
22336, 17, 4, 7, 4.06303
22337, 17, 4, 8, 4.06252
22338, 17, 4, 7, 4.06353
22339, 17, 4, 7, 4.06042
22340, 17, 4, 8, 4.05441
22341, 17, 4, 8, 4.06185
22342, 17, 5, 9, 4.05715
22343, 17, 4, 8, 4.06438
22344, 17, 4, 8, 4.05382
22345, 17, 3, 6, 4.05858
22346, 17, 4, 8, 4.05468
22347, 17, 5, 9, 4.06601
22348, 17, 5, 9, 4.05718
22349, 17, 4, 7, 4.06253
22350, 17, 3, 5, 4.06223
22351, 17, 4, 7, 4.06555
22352, 17, 4, 7, 4.06029
22353, 17, 3, 6, 4.0637
22354, 17, 3, 6, 4.06398
22355, 17, 3, 6, 4.06116
22356, 17, 4, 7, 4.05528
22357, 17, 4, 7, 4.06005
22358, 17, 4, 8, 4.05492
22359, 17, 4, 7, 4.06118
22360, 17, 4, 8, 4.05681
22361, 17, 4, 7, 4.0632
22362, 17, 3, 6, 4.0591
22363, 17, 4, 8, 4.05425
22364, 17, 4, 8, 4.06469
22365, 17, 3, 6, 4.06239
22366, 17, 3, 6, 4.06049
22367, 17, 4, 7, 4.0554
22368, 17, 3, 5, 4.05508
22369, 17, 4, 7, 4.04409
22370, 17, 3, 6, 4.05099
22371, 17, 3, 6, 4.05106
22372, 17, 3, 5, 4.05457
22373, 17, 2, 4, 4.05888
22374, 17, 4, 7, 4.05347
22375, 17, 4, 8, 4.05276
22376, 17, 3, 6, 4.05654
22377, 17, 4, 7, 4.05485
22378, 17, 3, 6, 4.05482
22379, 17, 3, 5, 4.05871
22380, 17, 4, 7, 4.05419
22381, 17, 3, 6, 4.05676
22382, 17, 4, 8, 4.05631
22383, 17, 4, 8, 4.05515
22384, 17, 4, 7, 4.05553
22385, 17, 3, 6, 4.05528
22386, 17, 4, 7, 4.0529
22387, 17, 4, 7, 4.05219
22388, 17, 4, 8, 4.05001
22389, 17, 3, 6, 4.05596
22390, 17, 3, 6, 4.05469
22391, 17, 4, 7, 4.05195
22392, 17, 3, 6, 4.05456
22393, 17, 3, 5, 4.05834
22394, 17, 4, 7, 4.05196
22395, 17, 3, 6, 4.05599
22396, 17, 4, 8, 4.05169
22397, 17, 4, 7, 4.05295
22398, 17, 4, 8, 4.0509
22399, 17, 4, 7, 4.05306
22400, 17, 3, 6, 4.05429
22401, 17, 3, 6, 4.05452
22402, 17, 4, 7, 4.05136
22403, 17, 4, 7, 4.04995
22404, 17, 3, 5, 4.05793
22405, 17, 3, 6, 4.05392
22406, 17, 3, 6, 4.05213
22407, 17, 3, 6, 4.05489
22408, 17, 3, 5, 4.05872
22409, 17, 3, 5, 4.05722
22410, 17, 4, 7, 4.04954
22411, 17, 4, 7, 4.05044
22412, 17, 3, 6, 4.05357
22413, 17, 3, 6, 4.05367
22414, 17, 3, 6, 4.05295
22415, 17, 3, 5, 4.05592
22416, 17, 3, 5, 4.05616
22417, 17, 2, 4, 4.06024
22418, 17, 3, 6, 4.05904
22419, 17, 4, 7, 4.05803
22420, 17, 4, 7, 4.0595
22421, 17, 3, 6, 4.0573
22422, 17, 3, 5, 4.05972
22423, 17, 3, 6, 4.05765
22424, 17, 4, 7, 4.05587
22425, 17, 3, 6, 4.0576
22426, 17, 4, 7, 4.05619
22427, 17, 3, 6, 4.05698
22428, 17, 3, 5, 4.05911
22429, 17, 3, 6, 4.05597
22430, 17, 3, 5, 4.05902
22431, 17, 4, 7, 4.05764
22432, 17, 4, 8, 4.06011
22433, 17, 3, 6, 4.06142
22434, 17, 4, 7, 4.06319
22435, 17, 3, 6, 4.05601
22436, 17, 3, 5, 4.06049
22437, 17, 4, 7, 4.05883
22438, 17, 3, 6, 4.06084
22439, 17, 4, 8, 4.06493
22440, 17, 4, 8, 4.06151
22441, 17, 4, 7, 4.06285
22442, 17, 3, 6, 4.05702
22443, 17, 4, 7, 4.05687
22444, 17, 4, 7, 4.05741
22445, 17, 4, 8, 4.05837
22446, 17, 3, 6, 4.06027
22447, 17, 3, 6, 4.0605
22448, 17, 4, 7, 4.06095
22449, 17, 3, 6, 4.05582
22450, 17, 3, 5, 4.05997
22451, 17, 4, 7, 4.05735
22452, 17, 3, 6, 4.05979
22453, 17, 4, 8, 4.06272
22454, 17, 4, 7, 4.05836
22455, 17, 4, 8, 4.05975
22456, 17, 4, 7, 4.06083
22457, 17, 3, 6, 4.05619
22458, 17, 4, 7, 4.05652
22459, 17, 4, 7, 4.05639
22460, 17, 4, 8, 4.05642
22461, 17, 3, 6, 4.05974
22462, 17, 3, 6, 4.05917
22463, 17, 4, 7, 4.05867
22464, 17, 3, 6, 4.05592
22465, 17, 3, 5, 4.05987
22466, 17, 4, 7, 4.05598
22467, 17, 3, 6, 4.0593
22468, 17, 4, 8, 4.0597
22469, 17, 4, 7, 4.05685
22470, 17, 4, 8, 4.05729
22471, 17, 4, 7, 4.05896
22472, 17, 3, 6, 4.05565
22473, 17, 3, 6, 4.0573
22474, 17, 4, 7, 4.05571
22475, 17, 4, 7, 4.05534
22476, 17, 3, 5, 4.06059
22477, 17, 3, 6, 4.05838
22478, 17, 3, 6, 4.05753
22479, 17, 3, 6, 4.05641
22480, 17, 3, 5, 4.0603
22481, 17, 3, 5, 4.05989
22482, 17, 4, 7, 4.05701
22483, 17, 4, 7, 4.05525
22484, 17, 3, 6, 4.05827
22485, 17, 3, 6, 4.05539
22486, 17, 3, 6, 4.05622
22487, 17, 3, 5, 4.05902
22488, 17, 3, 5, 4.05752
22489, 17, 2, 4, 4.06151
22490, 17, 3, 6, 4.06266
22491, 17, 4, 7, 4.06336
22492, 17, 4, 7, 4.06465
22493, 17, 3, 6, 4.06122
22494, 17, 3, 5, 4.06103
22495, 17, 3, 6, 4.06164
22496, 17, 4, 7, 4.06213
22497, 17, 3, 6, 4.06191
22498, 17, 4, 7, 4.06344
22499, 17, 3, 6, 4.06021
22500, 17, 3, 5, 4.06035
22501, 17, 3, 6, 4.06092
22502, 17, 4, 7, 4.0609
22503, 17, 3, 6, 4.06091
22504, 17, 4, 7, 4.06173
22505, 17, 3, 6, 4.05997
22506, 17, 3, 5, 4.0601
22507, 17, 3, 6, 4.06046
22508, 17, 3, 6, 4.06001
22509, 17, 3, 5, 4.06109
22510, 17, 3, 5, 4.06027
22511, 17, 4, 7, 4.05823
22512, 17, 3, 6, 4.06084
22513, 17, 4, 8, 4.06493
22514, 17, 4, 8, 4.06081
22515, 17, 4, 7, 4.05867
22516, 17, 4, 7, 4.05854
22517, 17, 4, 8, 4.06051
22518, 17, 3, 6, 4.06215
22519, 17, 4, 7, 4.06318
22520, 17, 4, 7, 4.05794
22521, 17, 3, 6, 4.06104
22522, 17, 4, 8, 4.06438
22523, 17, 4, 7, 4.05836
22524, 17, 4, 8, 4.06045
22525, 17, 4, 7, 4.06263
22526, 17, 3, 6, 4.05957
22527, 17, 4, 7, 4.05868
22528, 17, 4, 7, 4.06007
22529, 17, 3, 5, 4.06295
22530, 17, 3, 6, 4.06158
22531, 17, 3, 6, 4.06249
22532, 17, 3, 5, 4.06184
22533, 17, 4, 7, 4.06309
22534, 17, 4, 7, 4.05798
22535, 17, 3, 6, 4.06239
22536, 17, 3, 6, 4.06204
22537, 17, 4, 7, 4.0631
22538, 17, 3, 6, 4.06168
22539, 17, 4, 7, 4.06392
22540, 17, 3, 6, 4.06122
22541, 17, 3, 6, 4.06226
22542, 17, 4, 7, 4.06342
22543, 17, 3, 6, 4.06191
22544, 17, 4, 7, 4.06418
22545, 17, 3, 6, 4.06153
22546, 17, 3, 6, 4.06378
22547, 17, 3, 6, 4.0621
22548, 17, 3, 5, 4.06264
22549, 17, 3, 6, 4.05973
22550, 17, 4, 7, 4.06358
22551, 17, 4, 7, 4.06107
22552, 17, 4, 7, 4.06037
22553, 17, 3, 6, 4.06122
22554, 17, 4, 8, 4.0635
22555, 17, 4, 8, 4.06138
22556, 17, 3, 6, 4.06196
22557, 17, 3, 6, 4.05986
22558, 17, 4, 7, 4.06342
22559, 17, 4, 8, 4.06028
22560, 17, 4, 7, 4.06158
22561, 17, 4, 8, 4.0645
22562, 17, 3, 6, 4.06185
22563, 17, 4, 7, 4.05828
22564, 17, 4, 7, 4.05888
22565, 17, 4, 8, 4.05745
22566, 17, 4, 8, 4.05763
22567, 17, 5, 9, 4.05684
22568, 17, 4, 8, 4.05703
22569, 17, 5, 9, 4.05685
22570, 17, 3, 6, 4.06049
22571, 17, 4, 7, 4.0585
22572, 17, 4, 7, 4.05769
22573, 17, 4, 7, 4.05764
22574, 17, 4, 8, 4.05696
22575, 17, 3, 6, 4.05879
22576, 17, 3, 6, 4.05899
22577, 17, 4, 7, 4.05722
22578, 17, 3, 5, 4.06113
22579, 17, 4, 7, 4.06001
22580, 17, 4, 8, 4.06254
22581, 17, 4, 8, 4.05947
22582, 17, 4, 8, 4.05931
22583, 17, 4, 7, 4.0588
22584, 17, 5, 9, 4.06313
22585, 17, 5, 9, 4.0605
22586, 17, 4, 7, 4.06079
22587, 17, 3, 6, 4.05961
22588, 17, 4, 8, 4.06066
22589, 17, 5, 9, 4.05914
22590, 17, 4, 7, 4.0588
22591, 17, 5, 9, 4.06246
22592, 17, 4, 7, 4.059
22593, 17, 4, 8, 4.05664
22594, 17, 3, 6, 4.05864
22595, 17, 4, 7, 4.06227
22596, 17, 4, 7, 4.06153
22597, 17, 4, 7, 4.06218
22598, 17, 3, 6, 4.06134
22599, 17, 4, 8, 4.06411
22600, 17, 4, 8, 4.06354
22601, 17, 3, 6, 4.05978
22602, 17, 3, 6, 4.05929
22603, 17, 4, 7, 4.0602
22604, 17, 3, 6, 4.05862
22605, 17, 4, 8, 4.06253
22606, 17, 3, 6, 4.05795
22607, 17, 3, 6, 4.05799
22608, 17, 4, 8, 4.06033
22609, 17, 4, 8, 4.06088
22610, 17, 4, 7, 4.06048
22611, 17, 5, 9, 4.0628
22612, 17, 4, 7, 4.05833
22613, 17, 4, 8, 4.05463
22614, 17, 4, 8, 4.05399
22615, 17, 4, 8, 4.05368
22616, 17, 5, 9, 4.05202
22617, 17, 5, 9, 4.05208
22618, 17, 5, 10, 4.05088
22619, 17, 4, 7, 4.0561
22620, 17, 4, 7, 4.05502
22621, 17, 4, 8, 4.05258
22622, 17, 3, 6, 4.05815
22623, 17, 4, 7, 4.0578
22624, 17, 4, 8, 4.06031
22625, 17, 4, 8, 4.05773
22626, 17, 4, 8, 4.06075
22627, 17, 4, 7, 4.0569
22628, 17, 5, 9, 4.0626
22629, 17, 5, 9, 4.06052
22630, 17, 4, 7, 4.05788
22631, 17, 4, 7, 4.05529
22632, 17, 4, 7, 4.05606
22633, 17, 5, 9, 4.05624
22634, 17, 5, 9, 4.05755
22635, 17, 5, 10, 4.0593
22636, 17, 4, 8, 4.05435
22637, 17, 3, 6, 4.05988
